wallet,token,roi_percent,realized_sol,cost_basis_sol,avg_buy_price,status,buy_signatures,sell_signatures
FHnP8fJxj2LAMsMtme48tT5rhnt7qw9y65zkUTgS4ZrS,FhtWojWXS5U8GmNfo1QEiyxsEpdTZSEj2AA6SnuRtBLV,101.69,7.2202,3.5799,7.758e-07,Sold,"3abYPz4xrrbCCEmB6NQtTULFeDNMgFPW7TQEvBVHse6bLi2Mkzc62aYYEzJ36MexBjnrNMfwiC1YAzErAyocZjtc, 378HJEPjCWqjssSJ3uzkE9VDxkZJk1ynV1192RAx3hpApyoAz6YizpWDEDSn16XMbn6xzAjcW4ui1DdAaELbk5EC, 2VSo7QuuQx65eP6WCBGHKkK152E1HRUV9CP9sx5fdijEz72xRMy6bmpB6985tHrxQNpLGsVWUkgdZsCWTpaW8SnB","HgQxkq4zPL6apHgxhN3DzZNACW2qasLZVhMziKVNApx1VAYqSD4zMVT9bso7CRKgZqB86GSasmt9tHFAbdWnTze, 2KQYk3uX62PW7Urei6cWveBWy9w8qFc8Q47EU3vXWN4ykdbGxikBHzx3jo71eCveCZnsSQRBLJSEzqQDSjnTKouw"
GYLt7YvmAtzQ3svSB6u2RUcCtETth7woRu9rsP86G2si,FhtWojWXS5U8GmNfo1QEiyxsEpdTZSEj2AA6SnuRtBLV,97.68,6.9882,3.5352,7.77e-07,Sold,"3Xrth3cqXFmhEte5UG6KopqAQMzneozSuDgMtAzhjvqx1ixjd3hXJDGeU1nNMYcrRdN624VMeAFzQFLUL541mneE, 43XjKSUcpF7kcPmjj31zzAs99AdwDxMwsLn5F2SriR2FA9MsfpYTQSWuDyWBweSuggMPqtUdfkAUX3LtpebjUkhF, 2qK9iaihgP3cUyyiNye4mAyqG3HR8qQ2ev2E9dfvXxFkyPwgVfVZbDeYfD8QSESRxAbdzA48iFaPBqfY196NR1uL","3bp7PcHLcC6dA2WdX5guF3bMsuazdVMETaYdyUgiUdzJwNqjg51ni7NcEiyc4ynhPSoEyoUKmR5brB6sqptrQ5Aj, 2CscQ6CVJWMt6atidyLdJNG5UBHDPTKCGRXZnnd4Wj5ALsHDPpD83cZKbDnAFk7PEtZvA7ZC74HTjY98dpiwnn55"
5gpfmzNu1CiszrwLXxevrBPEHhKkr2FLzvHHcFopqTCp,FhtWojWXS5U8GmNfo1QEiyxsEpdTZSEj2AA6SnuRtBLV,83.03,7.682,4.197,7.432e-07,Sold,Dk5gHUTSeTZACX8Q8DtdRvWYQn8vwiXAUwF9FgVysDnow1wrzARvgWfD6enWdyKZ8p83Ra3CNK2UxBwrHY7WBbZ,"5GN4fWWGDxqaEWrgNDRprzunhdaDEmzST5hrYKLzUsWJMzzhMDmDjvyRyLRDtodiQNGXz53JcBmFWUgoSgNNDggg, 4Wyagcjw1Nedu6oYRSWYXRRNbv5a5WjLBmPQaR3BFNuksVo7cZFua8x6J4BN96wZqFwNdumtyBMwwCFcwdhEqFMw, 4HZsKDaMrjJPdYv9KmWPypTpRY5vM1GkLVTadXesno1BQFSTckbsufQs7XEhtJ5zS9ocksgad4DZG1qj4mxAaZJF, 3ZuRVSiovyps6rUifcioD25kkbHDiKXVJYTJYmzb9p3LosCmGdcTrVJwtMnutfUiKCnCCEGJR3V1bteK8rqfYPky, 5rjhtAmLNgupzPegPCWptwsF24iGDitKWz7EWG5CKs3giPGSW9sbYNv8i7MiTnfEochohNM8pLxWnF23S1ZgnLwd, kiiwrhRm2BBtiC4fdMeWYjxX9ZJ7W14GHUhXUKTh4DcvsgwX2puxvXMbvZpt1citfk3stzEcx8M22wzPhG6GyEm, 4tePviWhn2LMQ7zx466BPMZcuFBgu3hY6hBPZ2pPWiyyQqYk6xc59ZGE3LjYxjZH1SMqAX7D6AZstBKnePR9t8eo, DmwheC6aBhTZD5sC4R35VjGy1N4YuNBTkQdpnmoG8gd8n3ezWnTu7CpbEfNKhWkhq2ubKoZD8mxaootBnfw1FfE"
2g8nBd2ja56uiv5FJ12yuDdT4Wj2UqfPdWhPyFVTRAhW,FhtWojWXS5U8GmNfo1QEiyxsEpdTZSEj2AA6SnuRtBLV,120.88,7.044,3.189,7.603e-07,Sold,tTjTNXjFQEM7anmS667QNiAiZ2h3dir9vRmhgUhY8YFvXjNjqXpaB1ZmVuJ9AUGsghDxT7ZYKBEpM1URgPDtsSU,"5RpW869gWXtgYD97C2VBkopag2zzXD8WpmX55jt8dY3UsBzDqgBEqqHZ8stqoS8LPHXUCRebB9mB4eiJDzKFgaTA, 4dyBeiVe8hB23GF4PwCpQUzioj1zZNkZauK7y6EXcaYEotc8pEsvToKsdnyWnkrTbwBtyjMygUbieXpU8wZTbeDs, 57sdwWTpCgSd1tbEyDFr7HQjk6r9yx5egScz7WMs9UQEveLgWfTrBnQuC2HkmCudNuDyKVcezVjWRwuK9ms9BkHL, 5A6zkCWtWaVnhnC3F93BBKV1BrsyEihsVR8HSepeB8zf8CpeiYRL8HwoLjbGaXpXVVEBMj6S84edqBX1bWhub2mS, 3JGw9qQM9qoQs5Pesn5GrEW1qKQK9aJV6pzN3cchvfeCMxZFN94Rn3q17rB2Sf2jqbk5ktFAg3xkvK9C653C3LW9, 5Nq5s7GPqQrp7AhgbPQ2eQAT6bHoeeayVJuSUFaWW45auEDhzkkc38uUMTFyGQRfWFvR8GXxKQEmjzTvDhGojBkP, 2R32kkYjvAVk1o9UenegrQWPCoWehjmJR2ABUHXzh3zGfPndAJVEyJmEfgtn9f1g3sQyuv2zLCyNdJeeGvMiMqdr"
5jH2NU43u5HsEAetBdZJLj3nRMHYmg9CfMDkzbr4w73w,FhtWojWXS5U8GmNfo1QEiyxsEpdTZSEj2AA6SnuRtBLV,116.18,6.8724,3.179,7.642e-07,Sold,47dvvWNS8rGhMAgvsDXAYE4BixJnHA7geBCL8Jw7wwCWz8L2awKc4XWyDJc1xjfgtk9a9kdAB4pXd5ZWmuSR9WGq,"3nrLVPCZNNUPb7RDb3dxg4FJLVSvzRnER4Hpu8saPn59Gvn4iiUWM9MS6B5QUxjLHEs1udj4eA9JC91ujK9K8U7c, k3cSfo1kk33DqzkpSmS9ToFtTtSSscvZv7T7BT3qYNgsAEJjzAihTYPZiGjoPkq1m3ewJeLHqSLf3bWA6rmfJjH, 6bZHwVFtQQ4ds4pDeJKxah34hN9yzpv9cvujYss4ZqBuRGfFP4vecZsPj9Q5FKnBSrpjL9hLZXWCBXqvJnhtuQm, 2ivg29PviwZihf1BVRVrazov3kcGDq5UTRUdciiGyPDUDAtoXU5m1Suvq3xZtNL2228Fg5xFo7dsfXipucXD3ifH, 4T7MLHDYpNu4KJssqW63xcXBvdom67WRYqKXS8QAcxtpiNoHeks8vTWarwtrPTdWEGpPkbr5Xqhw8nSzxsYoujHW, 4QbPhCgPPTJFMou3DACYFY1bnyj5k6RhrZoHsWEs9Kt2SDXtGJ3Bo5frbED2AgPASBAFvJWCfJYAdB1CHFbFTWB2, 3mgBG9hXfiVRZ42SDjN9vwCPQdYgyYfhKPqPK5e1ju14APWDngsBLwoTveeFmuN3fXruLe1rd8AzWh8VovUudfjm"
Cvmo9SmWvBabC6ssW5uwThNKWipYJ6UUycBf4dibdQ97,ADSkaYVeTYazX77JypE7HEvRdx1QZVAo3whhCACjjups,168.7,8.1201,3.022,2.536e-07,Sold,4WApzvLy4VTwtdWruu4AbSSMSnS7d7NvzQXNbe2zdWmCHpWuGBZiaNGw435M3Xq4oWqonqUg1ErxrHUunVKvH9wb,"3zsfenpCUtqj5wabvQ3MPGLujvWnEentpzK6jZqu8ZqeuSdfqiTk3h21DRNhHNZjSbMRG6362bYZvvAmbtsz8Z9F, 2u1BohCWW8724tC6Eu4eHpe33PNy7YjvpQoXLpiPKYL3gWtCuFq3TxMXb58AC2bc1f4G518xWGoWF5Pe4WgTXquN"
6ce2TqJYWthujt2qmX83m3i3SDa81SGfSyfz7wz8sE4E,ADSkaYVeTYazX77JypE7HEvRdx1QZVAo3whhCACjjups,,0.0,2.004,3.651e-07,Holding 5488455.4604 tokens,3tNkTt5gM5aY6SWFPDcBe59RvYi2kB2Xn4L3ZJtmxrBuXcJ7c8QrMrK4KbGEv9CTsAdhjehJiHVvZzbZadCxUDi3,
HVWZxaTiFDz1KuzFyQuqSSLiEfD5gyhCi6V7pbQpA888,ADSkaYVeTYazX77JypE7HEvRdx1QZVAo3whhCACjjups,-24.49,2.2921,3.0355,6.667e-07,Sold,2R8yLDkPZhXAbFBkPrDmVsiY3SBFwkk2mGnarWoxUEKBWpfroM73e8LZfbb7AfjZziQwA2WPeAtKbJH5YRnpCfsK,qjqbABKLmRJy5P8fpfWnYyD4iNqzDuC2aFgRjWpe2MYUsyPHnGRPWmx4DSiJPY5vsCYzUenieE7sCBYhr5BmfVH
HERb7RxGudWTUGRV4qeFfXiJCBKWCKML7RbYkqiTSKeY,ADSkaYVeTYazX77JypE7HEvRdx1QZVAo3whhCACjjups,-35.9,1.2962,2.022,8.086e-07,Sold,2fV5Bzhu3M21uKs4fgqKwj9DF39AXAJNKa2dxJafss7VB3jkWwD9ov4d43pGG4r7ZqngPsLQ3eL3ZKwkvzJR7bwm,9WQYhmUVEH1t1dT6CbgNx2VvnAmnkY9RzYASTf4ReVCYmmvfEgCJk1N5K6uYUQARnBrMtHQgnphy2u3Enu9rH75
HLT3jCsQFqnRHAiqDdaYcu2fEJWP8uGy8nvgqz4SBKAn,ADSkaYVeTYazX77JypE7HEvRdx1QZVAo3whhCACjjups,-28.44,1.434,4.006,7.189e-07,"Partially sold, holding 2657905.3787 tokens","4zjUWiAFaicyfDzTBdkz6ZDoH4Wb6GpoiHyHiVr55okd2vB9WBhg1Hcwkug5cr9Sz5QcwtmhCcVaiexbuEpPLPNo, 4vMYN7kMtjXwJQdFUhvbmMLh6bjq5fcSWDCqwRxqXJMYvQcm25pLpUoeEen7pDSLKbs6mMB31TYdG1FWkvtCEGaT",3NQER8MFm2mKmuaRGDvEeXYZ7WuFmbEV3Ro6axXg4RSGzcS4r7zm6W93eKWviJSv66JWQZHeKY6DeeTHQNBjaVwF
5zXJNLUHxU6Rvp431EtaacKmFBfGq1w5jkJniYzcE6S6,ADSkaYVeTYazX77JypE7HEvRdx1QZVAo3whhCACjjups,-40.41,1.207,6.0746,1.2496e-06,"Partially sold, holding 2517682.3782 tokens","4HuWd9wziMGpXwxSyiMZuf1UjdQf9ZV7Gezge5dgnJYMrHgHNH86NpHqVA1ajgjPQNWcuPMFuzKH9EQwjw6xSKRS, qvtPCciKskkXB7edfDTVzmLHjr8NtFW1wFcVtFUwgvnDQppb91s3qrfjLFLDxGQcoc7sTGEhzNWjV4aeSjvV9Ym, 2kvZS8HzMrCosEj63M65UqXfr2EKrp3ifCnrrhvUZqYgWYw9cUQ3xRND4i9jbWmusuNCYyNbJwPtFfFfDhyRUP1t",2uhnKFdSA5VeAs8bhoSEWuKsGjthYZuZvxUGooDxSBChiyNMzwNkFGVcEZ7JJy7XEg8q4gVr1PTNwdWxrbRYjMWY
CzJFuW2JAtCkNB4pBNvUJhg9wKwjq2dYx2yK36Wio1ta,ADSkaYVeTYazX77JypE7HEvRdx1QZVAo3whhCACjjups,-40.93,0.8961,1.5171,9.531e-07,Sold,uAa3UeMzz5WUN5QLhYdEZ9oowzyZsUWAAUqV6axeueHpmkAvQH3WFZv8Wga7hgwVTkA9azkARRxLrynauHCM6cF,y31GhoLokree2JagUuUDsEQfUpWkHYhMbAVvcMLy3CQu8Tiwe3Yieh2sSYG7EP7zL87AuEPJst1Jyw1wFoZ4Uei
72YiE4crBv2UhxRgRYKs4GaTGT2avbacfL4HNCfQLqsm,ADSkaYVeTYazX77JypE7HEvRdx1QZVAo3whhCACjjups,-22.03,1.6012,2.0536,8.765e-07,Sold,2f2Wrdu1PXg5iPNndTix97sMdRu3RbqocH8yaZ9nbVfzJZKeL339HKpTDXFcpavYDSLn2v6Yi2MiAnmwzSDBFErJ,5A1LKqPwGqg2aHSVjybh84jvwB5aRXFjxCtnRJvEvG9wYXopy2wYiEpMUwvw5aCVrkvPDezsMco4CaBMNASJx6ZE
Af9wyMrK565y7zmtuvSHB5UtahcSejPejcTfx6gc4PZv,ADSkaYVeTYazX77JypE7HEvRdx1QZVAo3whhCACjjups,-34.94,1.3315,2.0467,9.625e-07,Sold,67UqFNbDEPW21b22aHkCTf5v5PoqugrQfa3oDJKwZYcUJKH16N5tAx9PRBoqUHkicNqrterEz1fNxdZaoXbbLNn6,3ZiVobt4XAqLfevgv4FV1kV4NwAv2fPAfmzjZFofFJkEZrLq7cMfUoqJJtLCLwGrukJJfu6UmHD4QarsBmPcdVGb
ANBhdciqdnooj1LdZoPPBuRRch7rChtBEPkriPR1HMgd,ADSkaYVeTYazX77JypE7HEvRdx1QZVAo3whhCACjjups,-24.16,1.1406,2.506,5.96e-07,"Partially sold, holding 1678292.0943 tokens","66pLifeihrz8bXRZZvhw1cQuR1zmXQddnRhaejCWDbzp4rmtRdQJY8mpSYMpNcsH5ovtNc2dnXxJSkZnW6XqF2KT, 4cxvKiors7KnTBsqmico6dN8KRa2v4fYmwnCoQvfLpVzAj7VT4bsnvC6CxUvrH93N4W171FzcB76JFf1wzkoUsNE",3h837mStaiRALpadHgmJaZPg5PLVss8xdjfTzsD7ZPUMbi1u2ETUHhAbn3MdyFfT5gKPLXDfczhTqb1v6ssVRgkC
BKHuPmjjKAi2yUBnoxzN88u3crJ3t5WVm6VyoYhcvUSL,6DZLihLpHZW7kkaKLfR3qLbzj57N6MFsmCNrGvUXjups,203.19,18.2887,6.032,5.621e-07,Sold,"3E3vR9uQQLTRivjfm2mMrWzyrr7Acc22a7v3Y2hgWNFapkjwNFxixB67e99tCcMq1wEHMQ8YYhuJ5mmMqhPhCWzR, 3ARiDBMRZXvWi5ByqMLsyV96mwzb6wgEFMEyr9oqTABcTZxTf9GPZ6VcVRrECmH9krinSmHUJCNFFM4LM3Gj8DSR","MZCDZ7suJ9aJfu5VHiFpRo7gVPh63FWap2TqX86jDLkgZn1AABTVBsQxG6xHUKVn9Ch6RTcnXS9TDquXoMxzd8D, 3UYPDgU3XYimAVvGiFQfeR4pCXkXGyPPP6wQyATJqC8eK34iEaRZeqdMLg9iEuqppasRqgd3aVDN3fJUGJHpyRYz, 4tfhFTmMUseFGeQJGHQuf8WmTqjQg1HJhhtXKhbNSEeVsVp8DK44BLv8qoe9PTMRxiHz1ekMRpJhyVnVy6jeQYUn, 3FnrUzYU7ZCwYFtesXh235krGZCVfx87wRBV8ewc6fVthtrnHC8jRgaRkY7bp2NFMaK8c5eRicM4pFKMtWDFohvP, 5YBD3hRYmrT57PyJKLkHMKGcW9xUobCdAUYEns9ciAnGx86DU35btfaC7DfLdbgkqHBcgFP5erqcFkLQVgmb49gz, tVovzTjty6SsEkQtCGYZ2Jn8X6CCMwH5fE2NhF1h9c2LrJTt5WmieS28trVwuxV4aQc2R7C2ioWZ2izrDvwRo8t, AnzUoqFH2CTevv31gtW6mJv43x6CJ4uwDiGRMQatu8i532kTdtZdu9B3yyFKjD6isUNSS4YrsHRSD8mXX6S3eBA, 3jwWyhAu8t711jprVEKb4W9onA5SE2BH2drYMeRQY7fRh93feTeMfYzwxFjZJAneZj5mKRMC3CHrNXFLbdpqAYDm, 4LrLK5oWNaSoqM3ERSBe5aJhNi1sgkKXVxfAiAwPmdnA1BNi8V58be288zBdtHL4MG15fXFYXEVYAqDdRqUHAcyd, 3nz5LtsvChkJ9QgsaiH4J9EDgoZL6iLNWy1RAV85UYxUBFuhbph5ePCgwJx6Fir6jC4qadHjKUUyiMviB4HzDVq6, 5ZWtmiykLD8uZXj8RRu5DzKWy5kSV7x9wWeexhsfJFK8tAEyD8LjrataJad3FY9bDayGZjSbFL4jUbBewafe4t1J, 5py1BMDLLE1De2VGMRkLAZEPZPkRBWctTP1YriFmac7x1WCfn8uMZecG1pXeDSQ8RXoVszLN1v2Qjjt6EHdn3T6P, 4ngRcijnZ4PRikZ6UwuMbndnuRAeDRrYJxir1MiufBZhbojJdQrZLoRCq95Tp1dgTPsWnB6SjBqt7LKXGWNo6zGL"
