wallet,token,roi_percent,realized_sol,cost_basis_sol,avg_buy_price,status,buy_signatures,sell_signatures
H3UiD2iPg5tpPKNX1iJFeEasVZiC7dLBzHxcQ5vpuVM,8Y5MwnUM19uqhnsrFnKijrmn33CmHBTUoedXtTGDpump,105279.58,61.2227,0.0581,0.0,"Partially sold, holding 12397669.8902 tokens",42ecGGRDsqLhy3GJDab3aASqz3erzsFW8GmRomXBb1GxcSkDbUCV359vxczBu8zz1YgewZUVyF6atxzrY9XK5K3L,"4pnAUp5EjxYFknsTsVvd66CFsRwPadU8fEgBTQqRsHh7Gu3KBvdqvMNXtNFpFqBDe6Z6rsEFjaLcyTiGCCNs623f, NdMNeH5BKyv1iaTfqnexVigki5oEib3riBoPqhpbMyZQXVRbpVnGMZEseYXw6nn7Z9ryuasU9zWmDiVzN8yk8Cx, 2gnFkfbHA6aAWgx27eCdsg9oG2DxAPoAVbWddpCmmXBxQ7CWxKzdTh9tBSn9g4h8jAccDdirtiP5AriNqKj76Xko, 65yD1LdgWn6CAmPgz87EftmgF3mEyoQ27Cj8Gtz6eTf2kPEb5QquvYnkWqLHNRtQ4eYAbjqf2haGYSxoKi8kTNHS, 22J3YuRBznEQi7iGSTvuWcE8RZVptxQHAnLaXtj6hhLbLAfx5tMyMwx97XeGZygPnWp5iLhbQaheujq7sJ9UvGWW"
3hrYmGuSV9J3p1hrQDwgsW6Ln3LfhPoizRBispNYtvr3,8Y5MwnUM19uqhnsrFnKijrmn33CmHBTUoedXtTGDpump,8034.92,2.1996,0.027,0.0,Sold,4XungZYqyYBj1kZxEvkr3zwfZk6Y6azpVZhHKmTwwZvgKFGYmUxsRsZWzhf2T3tXed81zxxo7GZCnaE1BEW9BaXc,e3Ydm6mMGa7sQhPmV7SNsy3vu6WFvagcvvTM1ScJUqJxXDn1ub5mYUdr1hMGeLouhMVwdNgRsHQc7VWQcu6rEBs
9ZzjXiwkGRDBwVHJitfx8AmnN2YUbnqW6M1tH38juEeJ,8Y5MwnUM19uqhnsrFnKijrmn33CmHBTUoedXtTGDpump,6225.31,10.8251,0.1711,0.0,Sold,ku2ykc5mWggBjNoMJ6bRbEhtNoqE9FJXyY7itegcXfCp8TG48e2tFfLsmv1wJA16Cyzz47Sdi1RvbSRvxy18RB8,4tFwYoGdQDdRLMajEL4wptqV2bt13fQfqh544NZjNW2dQ8auvproAAfyh3rdj8Fybq66wVaNpWWAFTGmJqpNZbA6
Gro6rxo5S5ecQzbyEz3hmzbBEbfGAgTauV8GuLqg14vh,8Y5MwnUM19uqhnsrFnKijrmn33CmHBTUoedXtTGDpump,-25.56,5.2468,7.0484,1e-06,Sold,5HEEvEutKCHUdXsxuomPULBwkML9EixGeyuZAKLBLwM3LJ1bK1WvTgFruKvAVVMF67ZqdXdgJHE8qStoobTCqYfW,31Givb1oH4jMB7pgwWyHfTGbC7Th5QAMXmQnYdi57LJeUgW7VyDmd8LvXbEbFv1gCAeUcDqdZwzLBK5LfPtETS6i
5e6n1fTia1HztzkHFQNTBSqNsykXR8AFhqqHsbJ8yQRw,8Y5MwnUM19uqhnsrFnKijrmn33CmHBTUoedXtTGDpump,72252.86,32.5084,0.0449,0.0,"Partially sold, holding 3407201.1084 tokens",5M8PMXbSG9gA58S1U9c85UDKAqgWy2VKowzxemWLj1kHgXCfm1ZcA9zNdEPL2exS3USVA2piBp6Xeva8XnaBkFDZ,"2Mou8pEXxVeyJLG8rDAVzDiBtWq79B5d94mLaotLusaFqiqQKnVxbBNqWi1HAKoPAhJhz51XYc87gSnxp1YTY4Z4, 3hBgaL54Q5XFHMbsWUzZvNg7c6XqtPuDmeZRfa8RvtLAGzoimpbwYiYVzzarufCwtfN1FKhNV3yEnkU3gyhhJDp6, 3wX9DJbec8vnqP5gi7WhV7D9Ta9b8kF1BeYnpQhVuhGEcFRuRC1myc9CR2ipAF4vXynHYts46b39ZAJWhbmCdpvQ, 4SXu4Usj7CKwbhs5EYMvMrGarKMeMokFNbCDE4QAG1k6Nv8NAUYTzSBQYbMbCT78SFARHPwaMHjocfptXH2ReULA, NU1cshRMKqCYfNETztWyTCpfvjRJNongeyVmzn8AHNTBF22uPuTibGQxmt1fTpsNhGqcM2b4nRwz8a7885UjP5B, 5VoRmYnpC9sx3hUtJb9LVq5RFzacKEBCgR51Y6s91SRUVnEAbECjG4X5bNdLYbpPBpz7PXQN9qsQacoavoJ6yGre, AUtyeHpVLpTWxviNL8S817ADABaPsaTvXtstUsWBXi3PSAV8pVVnAJEAhb5Dn7GjwpnNbDMuuHatiLAW5aXQeUT, 4mhDJ5SkTL5SmBn6SRDGvFuQh7K7FipKSLs6QeAxvBvuxs7W4YBYpNKT1kuJvPvT8m6dsD9bqihDRW3Q4mfgdiXg, JqBybrFvnbihCPgLFKR9wvyRebPw5trZUEaSHnnY54xK4yVCdKuhi7SWf5sSxiSdNp52oXu11jdhsLwpN8xretE, 3VxK5AC8J6zs9g5jfUNDBEGnvbo25jJjzRai8EMnJMwaWJwNUseGKPsvJSFXjC6yPDG3iivo65Vbwu2FaPSPvRQd, 3R5N2yCBZkHs4m7bwxgR55XnfGreicCX7JMHXiY1LsnsbEQ45cEweyp9SSMU9QeH7ND9tMpMZsCY3cLbd9UUAnSQ, jCUKgVnxLMCjnjAJeqCUYc2JdVoExahURJpzXigXUNKPvpe9tDZz7yyHTmHqsCFFREBEn3qaNZkcBGfkRonCQ16, 5CPAgcWJMBT4W96F4WHQkLoNuU8rNdFPTgfzKLfisNC6pyaPxk48vKwj3XHHQdhQS4nT1VA2FG7gFeKiJZjaZjrr, 66TMxmHZcR8dReYBcq5hb9hHUUEJViKQeqougMMaX7e3forrFgjjCAiSjZb8KDTjE2U6CEaQJ7KNBfLbHqAHWmpA, 2ofSHVFGD7hsAxFYu4CDVhkGmbFE8xWvu7Si2qM5cDccoBj7bgiJroqhQyAdBLQ87bNYxzdWfawKy6EAWDkAoYxM, 3sre4S8z1nVzfgNwJVCzxcCCoV2SKEij98BjYv1iFsB48Soe5AnAQk4oWbdxC1yshk4DyMSRUFVffKhWGLhbftRR, 9q1pnWFazUpbK21mTmLxzUNcy8wkJ8d6JvrqYXtABAbayUfzbKDpUQFDvN2vhYyrCY2w8YzGSYkGQ8Wg4iAtzaW, 4Z87Y6kMbKk2st8Ys6bjVFLCNDS81xsj85VM6gq65j9sbBcx7JQrQtU8WLkKjnKM6aKiXTzNwazd6rgaonyEfrcv, 4BndPMNSYSsyqw1StRcmBaEjcdsebSfgt8NmL8BbNcrp32RfrR2Tc1rrXJLN2fisQfnwbpCYgZ1M7onSEaQTHkWd"
DiddyP7tSoS5e26zzy43QVfgTQ3dJ8ZyLibC3uPAAwQk,8Y5MwnUM19uqhnsrFnKijrmn33CmHBTUoedXtTGDpump,23806.51,22.2664,0.0931,0.0,"Partially sold, holding 0.0 tokens",4sZqkeoeNe1RzncLNMsgjZEHbou1c8BiBthEPsn5ZfxCHBegC2C6LqskQJBao5EKDdxBHkVRBrP6fQzxzZN6cuiC,"5q262ScDDHGCNNNc4XUmDpDfWzDZjWKjYAtpSiUMr4BrGa2V5YgzwZUSUf8P9zYhbNwAMGidfnpcuKh9ccDfREUr, 2ivRkKV1W2EGJCZPPx6RSQC5NerSLiKMgcyQqSYTmBtijGmtgjDfaxc15DLhA6ewCEUeDfNJc312iDCxyhA9rPrL, 49QbswtxQTRiPoPBKde8wV6tLa1hyQWuAAemdx8RBMnCdt1A6oAGGVbZCT1nuKEtXQ3itXaKdz1tJzZzvLgjXqwM, 291P2WFcLTm8zNi4xdiogoCV7TH3UXa5FAcWLYiZxLKjJqvcTLM1s7y4ppoq8B1bNExZDHrez5TSJo3jw2HCUo2n, 3dZAidDWE7FX6R4k8gccWKtcXiJW5bxWSAoqVtnpeqznxfcibAQJFpuba8p8VGsCbJYtGaQSXiCG1fHM1cVgtSJ6"
GvmgmxkE7ed9b74YigRuNeAS6rSnpCAUbjtK4Wc8ed4S,8Y5MwnUM19uqhnsrFnKijrmn33CmHBTUoedXtTGDpump,313.06,10.5395,2.5516,1e-06,"Partially sold, holding 0.0 tokens",5xEdwcgowUjoY3dbyBTZH4cLkAxnRTf2XqMDPAY8u7Jyrcvt3EgFWcKZ47ZMrDWuLqC6yzv3dExzr1jf6ffFLW2Z,"5jCKTGAHavwUCN9DmmZ3WJCCfuDgFgZB5qFxo7v4p3dy5PaefMSB5we99TXoCn3uDwg16ivos7kxFBVh1saNLjpP, defdSLaCd3Xnsm64Uu88zbZgMUSHq9PNdVu4LcZUPBW9K7acZgLBvGq6herbwCUJE6ArxQmtMVFe887LvFFjEQH, 5uCZQXhdYR7BFN32Mb9DZsF9aNzzdsK1zVjYrB5wKLtwaZhp92mjfNfpPfKjEvx8MFAJBVXQi9oJmLhyKpFfS5tX, 5JTHQZWVVk141jycu75vp2hBhUewDtHZzWEJM5WnsBQKUKe2qAEFy51dKeumEcrTbbqVsETXqEfcHCWQwx1fshBm, 4KeRAGegRVS1bFk2fMf9FjY1EFd9gwyyeki2zQ9c7qtc6HLiWC7CJY4Y6ppGscEWJw9FYtKUH3bCi23h2ohXeHYZ, 2PL6G11U9J3TsUXQkaK9jbzWXkAP8tJCs6USuQGFPf3ft9jF6KpdBCApKaPnjWzbqtipVm6qrkKEe8FfMJ3te4r5"
GemtA1NKt8PN9AjUQrFdeRZFfoEDKeJp513LipnGDEXY,8Y5MwnUM19uqhnsrFnKijrmn33CmHBTUoedXtTGDpump,288.08,9.9022,2.5516,1e-06,"Partially sold, holding 0.0 tokens",GfQCKnbVCxjm9C6xoH5mYM7e8jfGwEeSKawnJC16xMwaJq1PfHEoDiaWzo1EifyS7619QNX7EbHVeis45Kd5bxj,"39bxJT4Ffv9uNSbQYDP9VtwWPwqQhW2MeS9e9Q69gRw5rzqiT4jnh6LDSjbgfRniUuX9sJEZR2VJSTJ6nxLntkh5, 5LcCyB2j2QN9CwHLTi5gaCNLDWEtyMJSAovzQDo7qGYMx4PNJhxrr7PbvNMvY9WQ4MhYrR4hspQDbrZ3h4hxdmEL, 38oNBZyG1tesuXHNyWh2zR5B1cmd6w7MJJayGkUXAGcpjLZd25ukFbHQWxwhXQBLKMEjokztvBCDbMxVZrinR59z, 3rEts6StJzycb88YA9zhRTLhEvvnEBfaS2B8e2oBodubKryLYkfbxGv2RZBdCmifKW2PBQQBuxKxoGYgYEUZNW1E, 5gqfXDRdLNSUuhFBhxv58nZJGJYHhctG7cpPPjFFKCJCWnUVSbrpYwPx85cHBP76bkLbWi6oG6wXim5kwHam2yoz, 5Yqc9nN8RssNx6Ro3r8A2uo1H1Pxqmxb57FgFdP74gDkbXPET42gDVht2JwZvwe2RAYHxsazUN81G8Qg65kG5wRC"
86bamJaUuoBkQce8JsUP1ntxQfNpWJL75uqVSwp7Wsmc,8Y5MwnUM19uqhnsrFnKijrmn33CmHBTUoedXtTGDpump,16379.44,3.7967,0.023,0.0,Sold,2ano7gBe2vC3NMAY5iacG42tXbc2WCx9FK1zHTejFuWMVdU4ZYourQyu1aUAD1byibSR6MY9j8sv6aQJiiUiAWsD,56k2oXWPpPwdddcbVkgGEy6AncSadio2KmmJ5N4Sxv9wYes7zQ3H6uWB5EWYzpZCenB18YHYC3RswmAjJUNkw3Kd
Bne124sdMFGCHRSsdAoNdMEtvxSyXwhvFW3ypYsNoAfg,8Y5MwnUM19uqhnsrFnKijrmn33CmHBTUoedXtTGDpump,22883.98,14.7188,0.064,0.0,Sold,3aGZLTcUNAaT7UUitBHq5USUX95nThFaa7VgqnfPPUQUFVZhUGF9k11AvxnP1g6Hi28cBeW7pZ18dDBVrAf8JAPk,"5FGUsMXWtypdjheJeFyBN3UU37m9ez12gyPbuV3DkstuXwxx6cueYotHydUSkYUvEWvVNvd3PtGGsAL3jRrbDaWv, 33jSszoQQgSPUomar1TiTt2Ao2qT5PiRcKZxPKmxPsqfsQ5xkGCt3csYiwRWYPGR8xuGc8Buy63pwr3xpkYDodQs, 4H1p2rFswZXYF57JHzjmxEibnMSzQEMnfwh3jgCgHmQZe5o9yMHiipf9yqGkpsXckfKZYVjxmAC5t18QPy7YBP49, 3Z1dkDGCkd9NYoBrw4CJRiTVs27GXxYN1o4sF2G9gB9hYpKnBYQFbhAktK5zxWGC2jBDLiiz8zs1yqaFA1bxjAJo, 2d88fGDjSxH1deEYskusmpCsXwEDyLm6c9QzKrxi6eNScunt128Yc1EazcZ21GLN6gQC7pyUuvqaoFcjrYfM6yU1"
9yYya3F5EJoLnBNKW6z4bZvyQytMXzDcpU5D6yYr4jqL,2KdMNf6tEQ9MWjvDFk9jKtcuTjKoipibCTqB9vtBpump,-100.0,0.0,1.852,0.0,"Partially sold, holding 19451029.1862 tokens",49ZpYA1o9rn1b1XBYFQg6ia727LvLv1g2jZUn5Ajfb1X3bctHRkX2Dk11uvmwuuM1bLXSG9iLL8dw2TDbszYvcu4,5zBbgJH4tJSzpBmgmQ3zNdmJ2Gd6KGbghq5sPbpHtphYbH2ZmSHmKxksdi5kfQfzrSESRKrAdWMpQzysKAtWHqpn
3Z19SwGej4xwKh9eiHyx3eVWHjBDEgGHeqrKtmhNcxsv,2KdMNf6tEQ9MWjvDFk9jKtcuTjKoipibCTqB9vtBpump,-99.94,0.0041,6.9752,0.0,Sold,"2EJYDQ2rFWH2CQSYFQPvPsRSQMHzKxXD3SHD8agBEL7Pb1HiYduDmAWUpBS46CrCT8VK6XKU2vSa8cnnziVAdteJ, 28jKz6AhiepWBbiyYHKNMbWSk8QUyQceoy8zKeouecN5gKJJNvEk5njDcJdUb3vtjgC1RqMG9UXegGHMHJzCiP5D","4kW46Kn2ygrSSeeoUz99LPmhfq4YzkLVig2f9xTzySCgFNoUSbQrMaezoCbvhjKtSmRNeqc3SG4UL8N5ZT334jN8, 45aFK6jX8tuH5NoRS3UgBLLGUJ2PnLAiMuacZBkqdwk6k7XvVLF4Rf4wgQaVSZRAKjWEXNMkWhcUPEVRazPeAfwx, 4TNioLjF6e6iZWdsXzKCkomBBNhPxePHZLZhWPLLSSdKbiNdRkBhumekWYvhSnTuY2gdyoLv3HAGMAXhpQDfXqW, 5WnqsGzY7TCyt88QhSTc2nPKPKqoEUmWoqhZviP2kUKkumUbD19w7awFivmpxXDSyWbdExHA4rXTPx4RQzdk3juS"
6x13RjmWK7RYAmQbQTRxw1H3PpNT4FDkZy6nBxpLXk3j,2KdMNf6tEQ9MWjvDFk9jKtcuTjKoipibCTqB9vtBpump,-100.0,0.0,1.3138,0.0,"Partially sold, holding 13801964.4827 tokens",45ucobrbdwtVUbbH3QkcqXiRwMU95QMpGM5igNcGYXjCqeEN6oExEeUYMwNDGfNUCZQto4Zct7oeXngFbJNSDatD,"4gAAkgnQnnB845N2gZUqGCPdNjeKSP7E4vY1F5HpM8PSaHuTLqtFbZ2Ur3YtttFimykUHSScEAxZQVcGAfgWuAu, hy9go6W47gR8r8gr9oezJQCxz7vsyTuCkzQrfPEBMMT4xLaZfWnipAvHhfB3suc9qvSKNgyU62bSdvgNFL4MdHp"
AUqmxUYP9pmU4JwMhQiDKc2TNUCzxE5SGoikqFuKCLQT,2KdMNf6tEQ9MWjvDFk9jKtcuTjKoipibCTqB9vtBpump,-99.9,0.002,2.0258,0.0,"Partially sold, holding 6872302.1439 tokens","3HmeT1Fyb4F1oADZ8RxZZC3JnN6o6SbtGNNQkZjv7x2pxFTwX6Q6Dq3BDr4qnBoHXd3HuMEVKCqJJiSG2h7c8zsh, 4MzRL3H1w6c53vTkRFKi9MzZak9sWRudTuCcz44BboorEXUVcFxWCgpMcMNtK8FdqrNgCAFQKvpVTrudTozXgtN8",3A8wMmciVA5RP7Yi9zQKk84t8Cph8ojTT8Wu9F8BTvGv4uYj5K3p2eKJJcA1km3ueAAsPidHqyXJHFszwVAZhnNF
ECze1YGk4Y7JtGjFL2f7QiHcgccgMfTAuyMGZ8RzEjr8,2KdMNf6tEQ9MWjvDFk9jKtcuTjKoipibCTqB9vtBpump,-100.0,0.0,2.003,0.0,Sold,33RaGxCmB1dh8Zq35VBdimRuMy3MKzm1u146p4UERhRpuWMYPLJK9YDvYBAsF3Haox9wEok3bpNqPYZHsbXCwLE3,2JZFBt2E9dQPrh7a44cmZ8MSG2tg5EZMkQqamSJU2sCDJrMnc47SvDFd876LYgo8qLizeJKmKbLsNZxcfWQWKtMR
CyaE1VxvBrahnPWkqm5VsdCvyS2QmNht2UFrKJHga54o,2KdMNf6tEQ9MWjvDFk9jKtcuTjKoipibCTqB9vtBpump,-100.0,0.0,2.6199,0.0,"Partially sold, holding 16427879.3666 tokens","3ywiL6gbwbjh4UjvihyAu87AbMiQvj5xYaZeeq6DoybtHPPhPzSooAGE65enNc82rBoscbLkphwjMcqKhi6GfK6T, 5Gbr37vBFp67qnsSCnKJNyoejnNr4n4jR4nN1Gm3FDCLqT3hg8tpbLsqoe6LLRHcb3xNVdusGyM3tFUWFWWRsUxP",3nh2MPLttdS3ZWSesmtPDFFv6fnpVxYUeBmR1grmxptX2h4hSWQb6DAYXrv83Rk5qsWbxbbQTeUUkr93Ras5SKkP
