wallet,token,roi_percent,realized_sol,cost_basis_sol,avg_buy_price,status,buy_signatures,sell_signatures
DiAJAw99BQsh63irhNmUMB2vp5SvfNzzabw8RFkSL9yJ,8wvLsACsR3owhGzmLLHTgh2waW2vKNtVYWDs9cCopump,,0.0,8.0041,3.916e-07,Holding 20437573.5386 tokens,3J2qCQHsEfo4NwYKHpktk7ttUTxHGks4yuGEvqvD9AqGvRuwHnHKbJvLz58KTo2Rxq275HAxL4fVnPAtPB9AbXsZ,
2HpvvY7TcbSdr8uNrDBUyEvbD9mcjg4ssmWQFcQcwJap,8wvLsACsR3owhGzmLLHTgh2waW2vKNtVYWDs9cCopump,-4.38,4.8766,5.1,4.673e-07,Sold,3yQSfa3aSFru25PLz2Sz1d7xCBL6CKtip9BgHxcRrs4LaA6H9Le8DyzopKJwGa7PBaAsH8fJDxHb2cSUUvJARRTH,4R1NoS2smK5wKtg14Mad44jo1hdfKkTtRkLSS4DL48iE2wh1JCHs8pE4LLCW429rnVJfrMA7uJ23H6h71LTcrQm3
DqKM9fPFYeCPHPHQSnia8hmuuw7AjusK5X7aVzAcYQ8e,8wvLsACsR3owhGzmLLHTgh2waW2vKNtVYWDs9cCopump,,0.0,3.062,5.306e-07,Holding 5771039.6608 tokens,3aN7xMYP6Gx5bX8kdb3QzvmVa2bdArB9hCm2A8QaGRAKx1YXA4XE1eLhThmPy9GU6a3NJuLcvVBoCh2KS2oFW4We,
DFSBseiiRMRQ2wWkeGeHNS5mtQXc16DKLnmjr3mxoVbS,8wvLsACsR3owhGzmLLHTgh2waW2vKNtVYWDs9cCopump,103.99,4.1206,2.02,4.95e-07,Sold,4y8Hse7upne5MpmfF47MPwHRCHhvggPrwRBCno18z6AtAJ77hR6KQVXqiiojjDFfmX12qZzp2rw6mF3vdi6xuzh2,"tHhpeLF1X6i3jUWKjD9G6Vi2SJ8yvXEWA1MsA3hwtaPtn6yPEL9CguAzG69W6CxJJmfnQ4zm7zqKEGQp28bReu7, 5z76XoimB9SBRjSeXo44uYV27ZNvkmykrGh6XWmBfGUxRjVSE5phpriCDsvpXcL2SWvwnGqWXuP8VoXB1Ncxqoiz, 646RV4Fftkneq7nFstsuUm5wvimS9zVEHW8kLJ8TjMX3seXs6F31T8MtwcTsyipjV1EwdJuQJqPh89e8Jgytg3UN, 4vwDeuXabAH78xJFyMZgD9FySBkAXKaFhRLCBtxQvj8PFPhfLT8oU1HgtpXPzhFRJM6tJTPx3167y45S9o8MY8qq"
HJWPqjSEUJvgLsSho5bKFNxWBrVrb6RoUhPggdsxRksG,8wvLsACsR3owhGzmLLHTgh2waW2vKNtVYWDs9cCopump,32.42,4.0284,3.042,5.276e-07,Sold,"4qfEgRTBLQnGZMezZdoa64qCMEKsKKACNhfAvUiApWpFm9soFPPZk2bkVANSPTVQbuc2hD1o5eaXhq5Km8m37KrM, JpwFZ8McpzvxyTtjv2ZyvDVv5Pzfiera5YbyaDk4kq3swEggEAihfW2Phgj4cRVKDvvt44rMRwg4eu5867qMh4W","4BJA9daPrBgDRQyQ5yC3bgDa257mP9ptBnfKFNz6AttMvhG6buVJ4meWhNy1DDkF85t3PGAGc7gDqxFsAvYbZKKr, 2aRTuxim3NZpbWujFKY84yDBdC5qN87kwHsttg3c6duyJd2S7dQDQmFJGfHnP795PT5CFADQaFzUGktabqU8obb6"
6Cshzb3536w1SKBrkkze1FaM5UMaVB4Ner9d7PyU2A7c,F4ZMRoqeMG1pnNKCN7QWe5d1LspfGZaVNTE1midcpump,15.91,1.7438,1.5045,3.01e-08,Sold,Xahq85eDk4zCAnFz89Emauj2DqEsYzjnWy15fnS7qEpcsYwGK5X8JCHXxZU2MeujDJcN8CPwAKsLsbV5ZsxdiXo,2Q8dMEzBTbHxywtPKxRpnRA7VMvCDiUY3jCg182CDpV4UyEP2Dmsk9MW7jacocz4uHC6iwTbMJp7kcvTD2zY3EmR
3hrYmGuSV9J3p1hrQDwgsW6Ln3LfhPoizRBispNYtvr3,F4ZMRoqeMG1pnNKCN7QWe5d1LspfGZaVNTE1midcpump,9.33,3.3041,3.022,3.56e-08,Sold,2merTtY9cQTSZPT5wKTyyn79QUcXrJC5mygVCbVfHvmAKAcm43ngNEGoB7qsRqvqqgqn5yTsPCQnMQ72pDmeudxM,5JtJHea1aFHi91kPUrpeCQaoCbANt5xfWF17A8itriqSQjQdfyn82e4g3ZJVc1Vcf99gdgsCYZHNDU5esNPvgjfQ
ECze1YGk4Y7JtGjFL2f7QiHcgccgMfTAuyMGZ8RzEjr8,F4ZMRoqeMG1pnNKCN7QWe5d1LspfGZaVNTE1midcpump,-12.27,1.3309,1.517,4.34e-08,Sold,3G1ucJVe6232Tu1TVNJaeyDC6VxqHqZgAZSBouyd7RdaaUSbZaHxfqcJ4sarB5YVYPePCJhs5gpDpA6wJZRTyGEQ,4zrPaXQGtkwqEDjRC7Rx9jLf78gU2m7Sb1ryMRfCsZRYtBNeyPDV7ZSwSj7JQpnqWDrtLtNGAWriuMMtR317DTGv
GojDocgLY9A2K38CD4kqiPgn5sRnSCqbAqmd3Rkozfv9,F4ZMRoqeMG1pnNKCN7QWe5d1LspfGZaVNTE1midcpump,-5.91,2.374,2.523,4.12e-08,Sold,eSywQhrN6f57ZFn1VvhYj5kcrdnMZrFRCaGZpkSKB8nu8Wyrx2GR1gcRSsb6WvyEB2TBuusMTHSgNqHZk7USaKw,26gRGjpCZyjs41wMHz1bU5TfCCmNr6pT4FzGq7byXorzsL3ZoSJumpeBeRqiwzZKxudJvWfa8ATxZAAUmEziT2wb
gbjEtErph1LHDcgwfgK73vTDnS5aNQVy6gErJSQFx2S,F4ZMRoqeMG1pnNKCN7QWe5d1LspfGZaVNTE1midcpump,,0.0,1.5306,5.02e-08,Holding 30468686.9739 tokens,28mG48rEiy8dqp4R8LYTgLPDLFhaXX7X7vZ4i4bzD8TJk4Jet2JukUMh5KDonmmYDHj633tEarfKVWHJiR8DLGFj,
