wallet,token,roi_percent,realized_sol,cost_basis_sol,avg_buy_price,status,buy_signatures,sell_signatures
GMy4aKWrjgZi4ehkdcKGMnUgQHYEU8WaV7LZztvBk1G2,71Jvq4Epe2FCJ7JFSF7jLXdNk1Wy4Bhqd9iL6bEFELvg,137.08,10.582,4.4635,8.033e-07,Sold,kCPAX7mTKmnHtV7mcjG1xVsPUC9wvgxzLq2G1RJNJRuGDsY92mrYdBnWQX2CHxQkAA5PNA7bgT4EynuWp2Qd11N,"459XzNgp3dwApHBEWxnMEFBDZntmEVggQ4f7nhtqSFssihheGvHZE1MqS93UfA29s4FQMUzn3CEcLMhUvYWmfhFg, 3eHJGtSanHLiGLjtZ9UF4GjBgLqJxWnmVmM8SAAc8cBnT7vtqkjfPcVPgo5TxkNoHwzmyFNdAJmCGiwM8BNZuBs5, 3davW9mPeqchmovgNV7eQ1WzpYXQNeDyWSBw22eEHu9sehXMQ4C18qzK4i6Lf6Yorn1H27KyqBGSRQzgbjLMBWkA, 58GrU766Gez5CXHPxcs4jjuCCKgTtHP21p8jBsRQMLrn9E4zfFxC2SSp3Z11xwwpUqSq5QcwcRXbtMTmkL7j1pkB, 3Dr5VpN9shKsLXHDvGAKLmtQzXzq1iW3vKjFkigcyHEFv3nRHp2vV3p3PMZZoMyw4oRCBxcFuuoi8CrZdBeUKhw9"
2gwUAzaxXeNXFRVvTGLnSq5Qhyv9ZHuBMBS2Xx3Y5nND,71Jvq4Epe2FCJ7JFSF7jLXdNk1Wy4Bhqd9iL6bEFELvg,331.41,34.599,8.02,1.0249e-06,Sold,"3gmEj6wgEoa4QMBYPz9g7NyvWSAeDwEkUgs9E9yDUMpkAZP4s4p5dmq8QPff11NEXtLJbBLWv1agaReHS7WV8uS, 5JdrX321U7acEzGcFmEvKW8zXvRNMwisRtmGjchSNuhZ8EzLMiGughhCxnpPB3zJG5W3r1GZCHk8WaatC45fkRN8","3wgAjtJWtmhSqyrWX8yeXj4nKwyLpLKBdUZ7yQQkejSAU4ThE6sCor6JLoExXUDVYgQVd7FbSmypQErm5yjibMzn, 4zYv23bRfqdfDFJepBMXXQNqvPra7TcQNS7m4pu5cfiVL7F8qYdKrySwH3GweogfTNgPnn5yWhJk7UG3ifhTDXwN, 4HEQiTu1yRSTftK1QnYA8EGqXB1FzdD51b3behaRzkijycfT3GadPB2Pr5qhcHGXFimfXdZryzTowDc4emAr2RFg, P224mkZTRv2yK7mgxSFySEZzKKuqZeFL3HVQsjtnp3DfmcFxzhiLbqcG235Hrc9FYT8sCZYhDuVeVBJRUCKmrxN, 41eUrcN24gMiAYBwhqvpetxFADNoPSURXiEsyVwvHCSRRXz1KLkUNXYHFg3B2c1nLADHfp3ksZVgef2VqJ8azbWP, 4AukwMMEByKkrQRUrJSEN7Uh3u6nMpZLYRVKnu9vSy9vhECe5HuavuQwdXnUPeEf78KTz9rZ1qNeMRsDQXXdRC8i, 21ovTRXixCsra99NuzwWXjDMunXecQqQZDaKmW6qcxutdQjQXrqyKixy4kSYPBfis2o1HbtmLC4x8A7X7DWUfuXq, bXvRkoGfboNz3hRDzxrQvpTL6XKQbuXT1tGbDqcgVcG165aKyb4bT9SbPjhNskDHqaNSRqon8abo8VNQ11z8oQv, 4tPq6Go4hRpen8ieSLBxGwnMYXS8SrUb3w1E9U7Hmv5p2ibhXBah9eKugwQRZsKwzKoARLXPxXSMygvPAeg2RW9o, 2ZpMzRtp5dtms5xAogevs19UkegHvRJQJefi2DzmU6i4GcMzPfWnKRtsprhEiNhBmFQx7gouqeoJPewq5Frtbobz, 4J2YiE5E6pBrkeJgLEnn4cnWtTU2t9dcHPRMMNZYBQdscQfBgJ8fz4SDsPpwtMQe5h7cfNc2WWvkkRFgoHfDa1VC, 5w2UR9zkhroLsrEjpYByC4gwfgFuZkGzzM99r37wADi4mq2oN3kUg1R9gZ9AKG9Ywnj13jHe3qkJxNWMfQ7heb7W, xpNiJPFHDwwZFUMibedseGjYZeptiXuFXD5JFscDAA8tdfNaCFY6j46LSLcgwjWeueLryFbje8g5zWgHjBgKA8m, 5gMPCdWM6LUZPajgkoreYe3LKQhndbYTDmXtjUZgFnNWqN2yoJMhnMwKF6eCfkqDmrWJteE3dwFxKTCShiNxvcgo, rkY3s7zRAKeF4egdQiTshZ2zF2f2cDSXwupADhwAC7sqZyM9dghNodWNjXFVMJFTKiffdZoQnW2v9kgx7EiKKNx, 4BeBEnRFBWmgyZ93YbsYk7btbnXUBSxjRFvEEyCFsnDEMaq4TVPk9Rx9NhuiqEXMUNzoPF6kzt4aEpJTYsgAtVUL, q7wDAfpa6ow7jTp41QsKLUimxWgTUoA6axWhQSmZBJ6sThzZk88Ry5ZbZF4kGGBF1ucu9bamBepEzzuVT5BitHs, 3NiRcpxytpxoHpSkXVb8N1yEhpobc95CfyzHoJERKesmrgZv7SFukhHfRQnwuBMEAAcw8CrrWwFbUw1W2ciA2PL9, u9SscYDbHnQ7mhe2H99NiNtnVHg4uKHbn8bFPSzusDyBtBBtWLCRDvX89VWwmXw6WTkQW4qr2LSGXStA7vcxYfd"
9GQnBM6WiQzDPtwbWKa742D5Y7HZXcjZmVwUwb5Kq91s,71Jvq4Epe2FCJ7JFSF7jLXdNk1Wy4Bhqd9iL6bEFELvg,11.07,27.7333,29.421,2.6865e-06,"Partially sold, holding 878937.3545 tokens","4BHcDi2hjLtFNQLkDQvE893MiUogP13W4WVGUscixJKbEves73xUpb4whZ8G24rchwiqV5e43RUVcVowAQvVRHke, DpuoZtWYCK2qCC79KbgTUqPLrwkSoakVzeqW6Z4A9e6xxmtrQ3WaKRB8zb5WbUZrUD49JabtEaVJcVmhXDcTw6A, 3Fng3CqNfoc42jcbHXchR6BGSn7icSXcgaHv9QayBVsQygXStLRkiFF4B9RwtWP3G9ddTViAC9Qqg4WcwJPUZtAi, 51MHMqQkMpVTdV67KLvcDpGDa5BMTZizrUcQhbJbRQHBKra6AprXzMzpDiHvzHZ3otpDM5FsJHn51TnHJgw9rfj5, 5SLx7YjhTd3nQbLjJhYZRdpSGhhBbQNfevQsxZaPoT1UVUdPWKFGvVijoozVSGbzFuiocVvRFvxNbXx317GB18xL, 5dRYE2aNcjBJtuiugNpgVd6NrcVCbs12NgMB9gzuqpDJXYsXrLPR9KFYgkcTjWPCzBbFxinN9izF7c7BdmKqbnr3, 4cGhcjijZBtbrXzj36wNLoJGSPhDYqUjyg7eoDHnfyTsQypNmb8b1Gu8Jeoj8Spn2xiXZwMCCTjFPZks4dvrWpmu, 2ZEEYFQP49zJt282j5NYG8tDiZTNr6NhDWwBymHveLQh7QNkavjw3gWLzRtGrW24WxPH18nH21g3WpKAgkJka7GE, 4FYvLNDeqUWAAkzUxMRoT3k4hSqUWmRkS1VeD8WBWgX32xWc9oqPZ2xaiVZ1rDZZCX6A4oDs388F77eePAu934zi","27oeRhryW3v7RcitejZanvakCC3H6KVPyEC91JtCQDMTqP4p8PgetCevhFie2EdTVSyaEkpAdRi33hfWuNvbTVjC, 5QrWfLBPPBusicn2RQdrJxhdqWY2c2mSRtV5jTKvtpGWPJvxzfCQ6ayJ7Xv86KNAqSVjmMvCG8HhccTtzyBUXpdV, 4ogUfQZnt8V14jjEKQ2L8VVzfLkSdn13TfU21yFvovGpz4hjP4ggxDXnQXwoAkbAt1T8WitBWPXgdbmsSmwZGR1K, cutcNtXMbm8TB1Skd6Bqzt4d2VdsyFqA3B6QurRuDht42j11QPVSrvJyrGKVANqvLi4z3ykuvBA2v2RrfZzTokr, 4YLT5i99a7kFtmnYzTPGeRGJBzij5YtM3oR2iG265saNEwuSMGTcM9pE9rmshEgfYGbb5ChGcgv8DQahW3Y3iZf3, 3ZgFmKDJmCP2E97VPXWhbD59zEAWcxAQPcfRqt34VZopuzyNe4JZHxEujKFaRc5P3pBG4kKbeF7nidU3tJCzqguR, 2951DB9nyFxHazuB6ToqesXCEKGbdkpzX7dhprxF3aVWRX4jxQBYRGTAjfznhSdAZLLXEUZL9JAQCksbMVXW9kF8, KQkjhfLhCTxeimo3YHcU7Yk7tu7nXxShvy944eVxZR7v7sU6Nq7FqgN8QHdXKC1YEV4RYmRnUrHPzNooQvBDsGu, 3S3AuQfU1Wq8aXppCLJ8Y3AyotRte6ZjAwuFD4aLHPirwqPxLrwN81cZruuXPiv8bvGHFNUGADLQZ8juJFDZCaEx, 4a5siTebL3qvFLN99iV9SupRyFjnPXoR4T2LLMp8TTVnUDDKzw9NLYPyTTasEZSypR4SMKksUWqoT85z6vmKhokt, 3AhBJZjMpXceBQGvjZowgQnzM5K8urqizS2uRdsFZJVjzWMHLWv3oBoeb5c86YGrQ8qH4mHVLKT18Rbdq5sd11en, 57aKekbkBSiNnpe8miMdbQZYv9wyyJYRMqG7Ve7Q9nr3n25JMGL1LYgQQAbbVan8MZqKGTvptY6F5wFRaPjytCD9"
DYmsQudNqJyyDvq86XmzAvrU9T7xwfQEwh6gPQw9TPNF,71Jvq4Epe2FCJ7JFSF7jLXdNk1Wy4Bhqd9iL6bEFELvg,278.0,17.0387,6.01,8.137e-07,"Partially sold, holding 1846486.5351 tokens",638cejtrqzLxQ8Umfq2LDvs3xpbm8DQL6UAZTDTwV21dUToYVkosmxTuAaws9fSaLMT8CDEeFFC3wdqkLd1ofLXy,"2jURKf2pWyRqjo7tLrzP6WLAdgQHJof9B2GaFP5q68XNcrMvo5ynatmzV6xC7ZcBrLRhKY16PvC3u1TA1ayj2kXj, 5sDbhRWjGirWXbKFmHtc6JABEkrS3phcJqBNgbnbw2A5WDc5iWBKBSJxV8dGiaw7BJTB9kBuUfCsmEbadosq9idb"
7jfZTGYC4wMyF8QbqyvAP2QvE2j2x9Y5JDKuuAC2kTMm,71Jvq4Epe2FCJ7JFSF7jLXdNk1Wy4Bhqd9iL6bEFELvg,207.37,7.7919,2.535,8.826e-07,Sold,SoHgbxCUL5ncvoWMn83tNRFZEg2igP4inxTv91dy36HfQPpY4kBkgr3WHrJJyDWDxoEekNCr9EFbXJfo5hEF7Pt,"5fLxR8xjoaiczCwypJmZ2m9pQZxb4nKpSoXbRSWG9yXcsRCB86tCyXqcYaqvvJi5rTbqweWQycARbBpVteGLjCaX, rZXm7e8ZqrTajB35uz9Na3L3LvDWfDi6ZL8NuSDmeqnAGcfGeioDSW2zRZJ2pibBS2Qsm5GE2bAG1oGFbxER7Wp, 35oynUU3g1jbow42sav1vNMddUWpNfMADchagwrpTc66RFJbTC5jmxaaezwD5C1vKC5s9NqQcRTTkQpf4715p7tH"
H3UiD2iPg5tpPKNX1iJFeEasVZiC7dLBzHxcQ5vpuVM,8Y5MwnUM19uqhnsrFnKijrmn33CmHBTUoedXtTGDpump,1564.29,91.5012,10.062,4.545e-07,"Partially sold, holding 10042112.6111 tokens",42ecGGRDsqLhy3GJDab3aASqz3erzsFW8GmRomXBb1GxcSkDbUCV359vxczBu8zz1YgewZUVyF6atxzrY9XK5K3L,"4pnAUp5EjxYFknsTsVvd66CFsRwPadU8fEgBTQqRsHh7Gu3KBvdqvMNXtNFpFqBDe6Z6rsEFjaLcyTiGCCNs623f, NdMNeH5BKyv1iaTfqnexVigki5oEib3riBoPqhpbMyZQXVRbpVnGMZEseYXw6nn7Z9ryuasU9zWmDiVzN8yk8Cx, 2gnFkfbHA6aAWgx27eCdsg9oG2DxAPoAVbWddpCmmXBxQ7CWxKzdTh9tBSn9g4h8jAccDdirtiP5AriNqKj76Xko, 65yD1LdgWn6CAmPgz87EftmgF3mEyoQ27Cj8Gtz6eTf2kPEb5QquvYnkWqLHNRtQ4eYAbjqf2haGYSxoKi8kTNHS, 22J3YuRBznEQi7iGSTvuWcE8RZVptxQHAnLaXtj6hhLbLAfx5tMyMwx97XeGZygPnWp5iLhbQaheujq7sJ9UvGWW, 2PudAkVkYWKqP5azDz6AHorU7ayC1UWuEBYNpd6WgJK3Gn6226tjsjnF2ingW9ohkboUHYuMauY756hapy5GGK1x, 2vMNLr2M9z1sjL819JDz1VAz7BW24FKWAFcNoFkFiFVfCT21Df6ebnyFzZdzMtbqkRysJb7LjXjDXf5Y5UAz35nE"
3hrYmGuSV9J3p1hrQDwgsW6Ln3LfhPoizRBispNYtvr3,8Y5MwnUM19uqhnsrFnKijrmn33CmHBTUoedXtTGDpump,7.73,2.1676,2.012,5.232e-07,Sold,4XungZYqyYBj1kZxEvkr3zwfZk6Y6azpVZhHKmTwwZvgKFGYmUxsRsZWzhf2T3tXed81zxxo7GZCnaE1BEW9BaXc,e3Ydm6mMGa7sQhPmV7SNsy3vu6WFvagcvvTM1ScJUqJxXDn1ub5mYUdr1hMGeLouhMVwdNgRsHQc7VWQcu6rEBs
Gt3ceyYmdVQGVa3zB1hzTnHe5KYDaZvfZY5btyDKcBbX,8Y5MwnUM19uqhnsrFnKijrmn33CmHBTUoedXtTGDpump,5.38,5.0649,4.8062,1.1327e-06,Sold,"4t332LCPzuX6dXqVqnm2jrYix9nPTyd2DJj1d5HQi2N4HPiVfBiQLFov4q2rnHRVxxuVxfUyzAaCYhJ4PjB3fqig, 22vB8rF46SYHjjE98QFNj38q6u25R5ujWaTvVASbhzbJa6fKbbHfLC4vJJY4FnfTdgNwVKrUzk9QHzERGZnnUTjm","45CdHMwf9cZ7YHhvxi17QsHBgRdPsrmVdLyuyXfAHvTPZ8Hq4kw1GQ59ZivTtDc4KJyhdXJyQEMD1hw7yjsb3LYi, 83QTWinJbZ514XfdioJSq6hHu4yzs6GoaV3jdaE1kSg7gzbPfATJ4afmaMcp47kUzmpbpq9zh2k4frFeizfXG7U"
9ZzjXiwkGRDBwVHJitfx8AmnN2YUbnqW6M1tH38juEeJ,8Y5MwnUM19uqhnsrFnKijrmn33CmHBTUoedXtTGDpump,5.95,10.6774,10.0779,6.049e-07,Sold,ku2ykc5mWggBjNoMJ6bRbEhtNoqE9FJXyY7itegcXfCp8TG48e2tFfLsmv1wJA16Cyzz47Sdi1RvbSRvxy18RB8,4tFwYoGdQDdRLMajEL4wptqV2bt13fQfqh544NZjNW2dQ8auvproAAfyh3rdj8Fybq66wVaNpWWAFTGmJqpNZbA6
Gro6rxo5S5ecQzbyEz3hmzbBEbfGAgTauV8GuLqg14vh,8Y5MwnUM19uqhnsrFnKijrmn33CmHBTUoedXtTGDpump,-26.17,5.1663,6.9974,7.304e-07,Sold,5HEEvEutKCHUdXsxuomPULBwkML9EixGeyuZAKLBLwM3LJ1bK1WvTgFruKvAVVMF67ZqdXdgJHE8qStoobTCqYfW,31Givb1oH4jMB7pgwWyHfTGbC7Th5QAMXmQnYdi57LJeUgW7VyDmd8LvXbEbFv1gCAeUcDqdZwzLBK5LfPtETS6i
5e6n1fTia1HztzkHFQNTBSqNsykXR8AFhqqHsbJ8yQRw,8Y5MwnUM19uqhnsrFnKijrmn33CmHBTUoedXtTGDpump,951.5,33.9964,5.032,5.558e-07,"Partially sold, holding 3236841.053 tokens",5M8PMXbSG9gA58S1U9c85UDKAqgWy2VKowzxemWLj1kHgXCfm1ZcA9zNdEPL2exS3USVA2piBp6Xeva8XnaBkFDZ,"2Mou8pEXxVeyJLG8rDAVzDiBtWq79B5d94mLaotLusaFqiqQKnVxbBNqWi1HAKoPAhJhz51XYc87gSnxp1YTY4Z4, 3hBgaL54Q5XFHMbsWUzZvNg7c6XqtPuDmeZRfa8RvtLAGzoimpbwYiYVzzarufCwtfN1FKhNV3yEnkU3gyhhJDp6, 3wX9DJbec8vnqP5gi7WhV7D9Ta9b8kF1BeYnpQhVuhGEcFRuRC1myc9CR2ipAF4vXynHYts46b39ZAJWhbmCdpvQ, 4SXu4Usj7CKwbhs5EYMvMrGarKMeMokFNbCDE4QAG1k6Nv8NAUYTzSBQYbMbCT78SFARHPwaMHjocfptXH2ReULA, NU1cshRMKqCYfNETztWyTCpfvjRJNongeyVmzn8AHNTBF22uPuTibGQxmt1fTpsNhGqcM2b4nRwz8a7885UjP5B, 5VoRmYnpC9sx3hUtJb9LVq5RFzacKEBCgR51Y6s91SRUVnEAbECjG4X5bNdLYbpPBpz7PXQN9qsQacoavoJ6yGre, AUtyeHpVLpTWxviNL8S817ADABaPsaTvXtstUsWBXi3PSAV8pVVnAJEAhb5Dn7GjwpnNbDMuuHatiLAW5aXQeUT, 4mhDJ5SkTL5SmBn6SRDGvFuQh7K7FipKSLs6QeAxvBvuxs7W4YBYpNKT1kuJvPvT8m6dsD9bqihDRW3Q4mfgdiXg, JqBybrFvnbihCPgLFKR9wvyRebPw5trZUEaSHnnY54xK4yVCdKuhi7SWf5sSxiSdNp52oXu11jdhsLwpN8xretE, 3VxK5AC8J6zs9g5jfUNDBEGnvbo25jJjzRai8EMnJMwaWJwNUseGKPsvJSFXjC6yPDG3iivo65Vbwu2FaPSPvRQd, 3R5N2yCBZkHs4m7bwxgR55XnfGreicCX7JMHXiY1LsnsbEQ45cEweyp9SSMU9QeH7ND9tMpMZsCY3cLbd9UUAnSQ, jCUKgVnxLMCjnjAJeqCUYc2JdVoExahURJpzXigXUNKPvpe9tDZz7yyHTmHqsCFFREBEn3qaNZkcBGfkRonCQ16, 5CPAgcWJMBT4W96F4WHQkLoNuU8rNdFPTgfzKLfisNC6pyaPxk48vKwj3XHHQdhQS4nT1VA2FG7gFeKiJZjaZjrr, 66TMxmHZcR8dReYBcq5hb9hHUUEJViKQeqougMMaX7e3forrFgjjCAiSjZb8KDTjE2U6CEaQJ7KNBfLbHqAHWmpA, 2ofSHVFGD7hsAxFYu4CDVhkGmbFE8xWvu7Si2qM5cDccoBj7bgiJroqhQyAdBLQ87bNYxzdWfawKy6EAWDkAoYxM, 3sre4S8z1nVzfgNwJVCzxcCCoV2SKEij98BjYv1iFsB48Soe5AnAQk4oWbdxC1yshk4DyMSRUFVffKhWGLhbftRR, 9q1pnWFazUpbK21mTmLxzUNcy8wkJ8d6JvrqYXtABAbayUfzbKDpUQFDvN2vhYyrCY2w8YzGSYkGQ8Wg4iAtzaW, 4Z87Y6kMbKk2st8Ys6bjVFLCNDS81xsj85VM6gq65j9sbBcx7JQrQtU8WLkKjnKM6aKiXTzNwazd6rgaonyEfrcv, 4BndPMNSYSsyqw1StRcmBaEjcdsebSfgt8NmL8BbNcrp32RfrR2Tc1rrXJLN2fisQfnwbpCYgZ1M7onSEaQTHkWd, 2K9LfPnCditBQuHDBZV3YB4aeZRRbwAXNRMfZYfVVhUS4TSW2t8s21VGEDV1SMyvJiKKWmgu96MBnVNpN76GrzL2"
DiddyP7tSoS5e26zzy43QVfgTQ3dJ8ZyLibC3uPAAwQk,8Y5MwnUM19uqhnsrFnKijrmn33CmHBTUoedXtTGDpump,263.06,21.9076,6.0341,6.165e-07,Sold,4sZqkeoeNe1RzncLNMsgjZEHbou1c8BiBthEPsn5ZfxCHBegC2C6LqskQJBao5EKDdxBHkVRBrP6fQzxzZN6cuiC,"5q262ScDDHGCNNNc4XUmDpDfWzDZjWKjYAtpSiUMr4BrGa2V5YgzwZUSUf8P9zYhbNwAMGidfnpcuKh9ccDfREUr, 2ivRkKV1W2EGJCZPPx6RSQC5NerSLiKMgcyQqSYTmBtijGmtgjDfaxc15DLhA6ewCEUeDfNJc312iDCxyhA9rPrL, 49QbswtxQTRiPoPBKde8wV6tLa1hyQWuAAemdx8RBMnCdt1A6oAGGVbZCT1nuKEtXQ3itXaKdz1tJzZzvLgjXqwM, 291P2WFcLTm8zNi4xdiogoCV7TH3UXa5FAcWLYiZxLKjJqvcTLM1s7y4ppoq8B1bNExZDHrez5TSJo3jw2HCUo2n, 3dZAidDWE7FX6R4k8gccWKtcXiJW5bxWSAoqVtnpeqznxfcibAQJFpuba8p8VGsCbJYtGaQSXiCG1fHM1cVgtSJ6"
GvmgmxkE7ed9b74YigRuNeAS6rSnpCAUbjtK4Wc8ed4S,8Y5MwnUM19uqhnsrFnKijrmn33CmHBTUoedXtTGDpump,311.12,10.4251,2.5358,6.669e-07,Sold,5xEdwcgowUjoY3dbyBTZH4cLkAxnRTf2XqMDPAY8u7Jyrcvt3EgFWcKZ47ZMrDWuLqC6yzv3dExzr1jf6ffFLW2Z,"5jCKTGAHavwUCN9DmmZ3WJCCfuDgFgZB5qFxo7v4p3dy5PaefMSB5we99TXoCn3uDwg16ivos7kxFBVh1saNLjpP, defdSLaCd3Xnsm64Uu88zbZgMUSHq9PNdVu4LcZUPBW9K7acZgLBvGq6herbwCUJE6ArxQmtMVFe887LvFFjEQH, 5uCZQXhdYR7BFN32Mb9DZsF9aNzzdsK1zVjYrB5wKLtwaZhp92mjfNfpPfKjEvx8MFAJBVXQi9oJmLhyKpFfS5tX, 5JTHQZWVVk141jycu75vp2hBhUewDtHZzWEJM5WnsBQKUKe2qAEFy51dKeumEcrTbbqVsETXqEfcHCWQwx1fshBm, 4KeRAGegRVS1bFk2fMf9FjY1EFd9gwyyeki2zQ9c7qtc6HLiWC7CJY4Y6ppGscEWJw9FYtKUH3bCi23h2ohXeHYZ, 2PL6G11U9J3TsUXQkaK9jbzWXkAP8tJCs6USuQGFPf3ft9jF6KpdBCApKaPnjWzbqtipVm6qrkKEe8FfMJ3te4r5"
GemtA1NKt8PN9AjUQrFdeRZFfoEDKeJp513LipnGDEXY,8Y5MwnUM19uqhnsrFnKijrmn33CmHBTUoedXtTGDpump,286.14,9.7918,2.5358,7.049e-07,Sold,GfQCKnbVCxjm9C6xoH5mYM7e8jfGwEeSKawnJC16xMwaJq1PfHEoDiaWzo1EifyS7619QNX7EbHVeis45Kd5bxj,"39bxJT4Ffv9uNSbQYDP9VtwWPwqQhW2MeS9e9Q69gRw5rzqiT4jnh6LDSjbgfRniUuX9sJEZR2VJSTJ6nxLntkh5, 5LcCyB2j2QN9CwHLTi5gaCNLDWEtyMJSAovzQDo7qGYMx4PNJhxrr7PbvNMvY9WQ4MhYrR4hspQDbrZ3h4hxdmEL, 38oNBZyG1tesuXHNyWh2zR5B1cmd6w7MJJayGkUXAGcpjLZd25ukFbHQWxwhXQBLKMEjokztvBCDbMxVZrinR59z, 3rEts6StJzycb88YA9zhRTLhEvvnEBfaS2B8e2oBodubKryLYkfbxGv2RZBdCmifKW2PBQQBuxKxoGYgYEUZNW1E, 5gqfXDRdLNSUuhFBhxv58nZJGJYHhctG7cpPPjFFKCJCWnUVSbrpYwPx85cHBP76bkLbWi6oG6wXim5kwHam2yoz, 5Yqc9nN8RssNx6Ro3r8A2uo1H1Pxqmxb57FgFdP74gDkbXPET42gDVht2JwZvwe2RAYHxsazUN81G8Qg65kG5wRC"
86bamJaUuoBkQce8JsUP1ntxQfNpWJL75uqVSwp7Wsmc,8Y5MwnUM19uqhnsrFnKijrmn33CmHBTUoedXtTGDpump,87.81,3.7639,2.004,6.329e-07,Sold,2ano7gBe2vC3NMAY5iacG42tXbc2WCx9FK1zHTejFuWMVdU4ZYourQyu1aUAD1byibSR6MY9j8sv6aQJiiUiAWsD,56k2oXWPpPwdddcbVkgGEy6AncSadio2KmmJ5N4Sxv9wYes7zQ3H6uWB5EWYzpZCenB18YHYC3RswmAjJUNkw3Kd
7t5FVJPH6bTkk8JDdaqDoBX88ZibkoyaF4SCAyySG7ZA,8Y5MwnUM19uqhnsrFnKijrmn33CmHBTUoedXtTGDpump,231.93,5.0739,1.5286,6.966e-07,Sold,5W3v8eR7FDhHYjYfZUdkyhLfjN1cNyWJvYQfCBGp17zm7ABwmid34WCPswufRdnTrSLpL9fAo4zKmSXNPApDfcSW,42v3hPG7GdNgV2hoZmsD4VL8wozWv2EBygLvPeqW4CCxi9BxkbcVYBeoFv6PdLAAQBgbskVEbx4nAPjYpjfFBrqK
FvM7qXZ8Ek8NeFjYzs8oUEX3Y5RvtRFsDpDHjM68G52m,8Y5MwnUM19uqhnsrFnKijrmn33CmHBTUoedXtTGDpump,1.96,1.5439,1.5141,7.88e-07,Sold,2UwAepfUequrSNpPp1TRArydVfRr3j2Hp8fGHhsNt74EYbnSgJyQpcMt7nEveNSRKNLwEWkuvfZgMuFrLZarrqsV,5uzefoFs9spussWGpjYK1xaGDtzREXBV4bNf177Lp3XVgyJe1w43RhzBcte3xbfvmbn8G3kaUJ7SpS3jK7N5byz9
XZSNDEQmMDEV49MtUMwSoJ4kE9yfinrbGskcBvBdD1N,8Y5MwnUM19uqhnsrFnKijrmn33CmHBTUoedXtTGDpump,2.04,1.5451,1.5141,8.082e-07,Sold,3LoXRYF15RmuRRa2Rj2gozoGSiAa99NMcGoW1NardJkjNDd9uY9MJLyMtjYc9wPfKWEHYmkFg2qSSKczQDKNeLLp,3pKSfPkHbtpA9hwtDjsrgQjjVfJfCTACLKTCCZDtBLVQQsjLzVuFi2cLU4YRbRiFrDo5RKfZALAVoUMwNJ51tgQa
Bne124sdMFGCHRSsdAoNdMEtvxSyXwhvFW3ypYsNoAfg,8Y5MwnUM19uqhnsrFnKijrmn33CmHBTUoedXtTGDpump,188.16,14.4716,5.022,7.491e-07,Sold,3aGZLTcUNAaT7UUitBHq5USUX95nThFaa7VgqnfPPUQUFVZhUGF9k11AvxnP1g6Hi28cBeW7pZ18dDBVrAf8JAPk,"5FGUsMXWtypdjheJeFyBN3UU37m9ez12gyPbuV3DkstuXwxx6cueYotHydUSkYUvEWvVNvd3PtGGsAL3jRrbDaWv, 33jSszoQQgSPUomar1TiTt2Ao2qT5PiRcKZxPKmxPsqfsQ5xkGCt3csYiwRWYPGR8xuGc8Buy63pwr3xpkYDodQs, 4H1p2rFswZXYF57JHzjmxEibnMSzQEMnfwh3jgCgHmQZe5o9yMHiipf9yqGkpsXckfKZYVjxmAC5t18QPy7YBP49, 3Z1dkDGCkd9NYoBrw4CJRiTVs27GXxYN1o4sF2G9gB9hYpKnBYQFbhAktK5zxWGC2jBDLiiz8zs1yqaFA1bxjAJo, 2d88fGDjSxH1deEYskusmpCsXwEDyLm6c9QzKrxi6eNScunt128Yc1EazcZ21GLN6gQC7pyUuvqaoFcjrYfM6yU1"
